questionId,subject,unit,subunit,difficulty,mode,question,answer,choices,explanation,status,answerGroup,relatedQuestionIds,tags,imagePath
c_ion2_006,chemistry,イオン2,原子の構造,2,choice,通常の原子全体が電気を帯びていない理由として正しいものはどれか。,＋と－の電気が打ち消し合っているから,＋と－の電気が打ち消し合っているから|電子を持っていないから|原子核が電気を帯びていないから|すべての電子が原子核に入っているから,通常の原子では＋と－の電気がつり合っているため、原子全体では電気を帯びません。,active,,,中3|イオン2,
c_ion2_007,chemistry,イオン2,イオン,1,choice,原子が電子を失ったり受け取ったりして、電気を帯びたものを何というか。,イオン,イオン|分子|原子核|電解質,電気を帯びた原子をイオンといいます。,active,,,中3|イオン2,
c_ion2_008,chemistry,イオン2,陽イオン,1,choice,原子が電子を失ってできるイオンを何というか。,陽イオン,陽イオン|陰イオン|分子|電解質,原子が電子を失うと＋の電気を帯びた陽イオンになります。,active,,,中3|イオン2,
c_ion2_009,chemistry,イオン2,陰イオン,1,choice,原子が電子を受け取ってできるイオンを何というか。,陰イオン,陰イオン|陽イオン|分子|電解質,原子が電子を受け取ると－の電気を帯びた陰イオンになります。,active,,,中3|イオン2,
c_ion2_010,chemistry,イオン2,陽イオン,1,choice,陽イオンは＋と－のどちらの電気を帯びているか。,＋,＋|－|電気を帯びていない|場合によって変わる,陽イオンは＋の電気を帯びています。,active,,,中3|イオン2,
c_ion2_011,chemistry,イオン2,陰イオン,1,choice,陰イオンは＋と－のどちらの電気を帯びているか。,－,－|＋|電気を帯びていない|場合によって変わる,陰イオンは－の電気を帯びています。,active,,,中3|イオン2,
c_ion2_012,chemistry,イオン2,陽イオン,2,choice,原子が電子を失うと＋の電気を帯びるのはなぜか。,－の電気が減るから,－の電気が減るから|＋の電気が減るから|原子核を失うから|陽子をすべて失うから,－の電気をもつ電子を失うため、全体として＋の電気を帯びます。,active,,,中3|イオン2,
c_ion2_013,chemistry,イオン2,陰イオン,2,choice,原子が電子を受け取ると－の電気を帯びるのはなぜか。,－の電気が増えるから,－の電気が増えるから|＋の電気が増えるから|原子核を失うから|電子がなくなるから,－の電気をもつ電子を受け取るため、全体として－の電気を帯びます。,active,,,中3|イオン2,
c_ion2_014,chemistry,イオン2,イオンのでき方,1,choice,ナトリウム原子が電子を1個失うと何になるか。,ナトリウムイオン,ナトリウムイオン|塩化物イオン|水素イオン|水酸化物イオン,ナトリウム原子は電子を1個失うとナトリウムイオンになります。,active,,,中3|イオン2,
c_ion2_015,chemistry,イオン2,イオンのでき方,1,choice,塩素原子が電子を1個受け取ると何になるか。,塩化物イオン,塩化物イオン|ナトリウムイオン|水素イオン|銅イオン,塩素原子は電子を1個受け取ると塩化物イオンになります。,active,,,中3|イオン2,
c_ion2_016,chemistry,イオン2,イオンのでき方,2,choice,次のうち、電子を失うことでできるものはどれか。,陽イオン,陽イオン|陰イオン|中性子|分子,原子は電子を失うと陽イオンになります。,active,,,中3|イオン2,
c_ion2_017,chemistry,イオン2,イオンのでき方,2,choice,次のうち、電子を受け取ることでできるものはどれか。,陰イオン,陰イオン|陽イオン|原子核|分子,原子は電子を受け取ると陰イオンになります。,active,,,中3|イオン2,
c_ion2_018,chemistry,イオン2,電離,1,choice,電解質が水に溶けて陽イオンと陰イオンに分かれることを何というか。,電離,電離|中和|電気分解|化合,電解質が水に溶けて陽イオンと陰イオンに分かれることを電離といいます。,active,,,中3|イオン2,
c_ion2_019,chemistry,イオン2,電離,2,choice,電離について正しい説明はどれか。,電解質が水に溶けて陽イオンと陰イオンに分かれること,電解質が水に溶けて陽イオンと陰イオンに分かれること|酸とアルカリが性質を打ち消し合うこと|電流で物質を分解すること|原子同士が結びつくこと,電離とは、電解質が水に溶けて陽イオンと陰イオンに分かれることです。,active,,,中3|イオン2,
c_ion2_020,chemistry,イオン2,酸性,1,choice,酸性の水溶液にマグネシウムなどの金属を入れたときに発生する気体は何か。,水素,水素|酸素|二酸化炭素|塩素,酸性の水溶液にマグネシウムなどの金属を入れると水素が発生します。,active,,,中3|イオン2,
c_ion2_021,chemistry,イオン2,酸性,2,choice,酸性の水溶液の性質として正しいものはどれか。,マグネシウムなどの金属と反応して水素を発生させる,マグネシウムなどの金属と反応して水素を発生させる|必ず酸素を発生させる|すべての金属と反応しない|必ず塩素を発生させる,酸性の水溶液には、マグネシウムなどの金属と反応して水素を発生させる性質があります。,active,,,中3|イオン2,
c_ion3_001,chemistry,中和,酸,1,choice,酸が電離すると必ず生じるイオンは何か。,水素イオン,水素イオン|水酸化物イオン|塩化物イオン|ナトリウムイオン,酸が電離すると水素イオンが生じます。,active,,,中3|イオン3,
c_ion3_002,chemistry,中和,アルカリ,1,choice,アルカリが電離すると必ず生じるイオンは何か。,水酸化物イオン,水酸化物イオン|水素イオン|塩化物イオン|ナトリウムイオン,アルカリが電離すると水酸化物イオンが生じます。,active,,,中3|イオン3,
c_ion3_003,chemistry,中和,酸,1,choice,酸性の性質を示すもとになるイオンは何か。,水素イオン,水素イオン|水酸化物イオン|塩化物イオン|銅イオン,酸性の性質を示すもとになるのは水素イオンです。,active,,,中3|イオン3,
c_ion3_004,chemistry,中和,アルカリ,1,choice,アルカリ性の性質を示すもとになるイオンは何か。,水酸化物イオン,水酸化物イオン|水素イオン|ナトリウムイオン|塩化物イオン,アルカリ性の性質を示すもとになるのは水酸化物イオンです。,active,,,中3|イオン3,
c_ion3_005,chemistry,中和,酸,1,choice,水素イオンを生じる水溶液は何性を示すか。,酸性,酸性|アルカリ性|中性|必ず判断できない,水素イオンは酸性の性質を示すもとになります。,active,,,中3|イオン3,
c_ion3_006,chemistry,中和,アルカリ,1,choice,水酸化物イオンを生じる水溶液は何性を示すか。,アルカリ性,アルカリ性|酸性|中性|必ず判断できない,水酸化物イオンはアルカリ性の性質を示すもとになります。,active,,,中3|イオン3,
c_ion3_007,chemistry,中和,pH,1,choice,pHが7より小さい水溶液は何性か。,酸性,酸性|中性|アルカリ性|非電解質,pHが7より小さい水溶液は酸性です。,active,,,中3|イオン3,
c_ion3_008,chemistry,中和,pH,1,choice,pHが7の水溶液は何性か。,中性,中性|酸性|アルカリ性|非電解質,pHが7の水溶液は中性です。,active,,,中3|イオン3,
c_ion3_009,chemistry,中和,pH,1,choice,pHが7より大きい水溶液は何性か。,アルカリ性,アルカリ性|酸性|中性|非電解質,pHが7より大きい水溶液はアルカリ性です。,active,,,中3|イオン3,
c_ion3_010,chemistry,中和,pH,2,choice,pH3、pH7、pH11の水溶液を正しく分類したものはどれか。,pH3＝酸性、pH7＝中性、pH11＝アルカリ性,pH3＝酸性、pH7＝中性、pH11＝アルカリ性|pH3＝アルカリ性、pH7＝中性、pH11＝酸性|pH3＝中性、pH7＝酸性、pH11＝アルカリ性|すべて中性,pH7を基準に、小さいと酸性、大きいとアルカリ性です。,active,,,中3|イオン3,
c_ion3_011,chemistry,中和,中和,1,choice,酸とアルカリがお互いの性質を打ち消し合う反応を何というか。,中和,中和|電離|電気分解|酸化,酸とアルカリがお互いの性質を打ち消し合う反応を中和といいます。,active,,,中3|イオン3,
c_ion3_012,chemistry,中和,中和,2,choice,中和について正しい説明はどれか。,酸とアルカリがお互いの性質を打ち消し合う反応,酸とアルカリがお互いの性質を打ち消し合う反応|電解質が陽イオンと陰イオンに分かれる反応|電流で物質を分解する反応|物質が酸素と結びつく反応,中和は酸とアルカリがお互いの性質を打ち消し合う反応です。,active,,,中3|イオン3,
c_ion3_013,chemistry,中和,中和,1,choice,酸とアルカリが中和すると、基本的に何と何ができるか。,塩と水,塩と水|水素と酸素|酸と水|アルカリと水,中和では基本的に塩と水ができます。,active,,,中3|イオン3,
c_ion3_014,chemistry,中和,中和,1,choice,中和で水ができるときに結びつくイオンは何と何か。,水素イオン・水酸化物イオン,水素イオン・水酸化物イオン|水素イオン・塩化物イオン|ナトリウムイオン・水酸化物イオン|ナトリウムイオン・塩化物イオン,水素イオンと水酸化物イオンが結びついて水ができます。,active,,,中3|イオン3,
c_ion3_015,chemistry,中和,中和,1,choice,水素イオンと水酸化物イオンが結びつくと何ができるか。,水,水|塩|水素|酸素,中和では水素イオンと水酸化物イオンから水ができます。,active,,,中3|イオン3,
c_ion3_016,chemistry,中和,中和,2,choice,中和で水ができる反応を正しく表しているものはどれか。,H⁺ + OH⁻ → H₂O,H⁺ + OH⁻ → H₂O|H⁺ + Cl⁻ → HCl|Na⁺ + OH⁻ → NaOH|2H⁺ → H₂,中和ではH⁺とOH⁻が結びついてH₂Oになります。,active,,,中3|イオン3,
c_ion3_017,chemistry,中和,塩,1,choice,中和によってできる、水以外の物質を何というか。,塩,塩|酸|アルカリ|電解質,中和によって水とともにできる物質を塩といいます。,active,,,中3|イオン3,
c_ion3_018,chemistry,中和,塩,2,choice,塩について正しい説明はどれか。,アルカリの陽イオンと酸の陰イオンが結びついてできる物質,アルカリの陽イオンと酸の陰イオンが結びついてできる物質|水素イオンと水酸化物イオンだけからできる物質|酸だけからできる物質|アルカリだけからできる物質,中和では、アルカリ由来の陽イオンと酸由来の陰イオンから塩ができます。,active,,,中3|イオン3,
c_ion3_019,chemistry,中和,塩酸と水酸化ナトリウム,1,choice,塩酸と水酸化ナトリウム水溶液を中和するとできる塩は何か。,塩化ナトリウム,塩化ナトリウム|硝酸ナトリウム|硫酸ナトリウム|塩化カリウム,塩酸と水酸化ナトリウムの中和では塩化ナトリウムができます。,active,,,中3|イオン3,
c_ion3_020,chemistry,中和,塩酸と水酸化ナトリウム,1,choice,塩酸と水酸化ナトリウム水溶液の中和でできる物質の組み合わせはどれか。,塩化ナトリウム・水,塩化ナトリウム・水|塩化ナトリウム・水素|塩素・水|ナトリウム・水素,塩酸と水酸化ナトリウムの中和では塩化ナトリウムと水ができます。,active,,,中3|イオン3,
c_ion3_021,chemistry,中和,塩酸と水酸化ナトリウム,1,choice,塩化ナトリウムの化学式はどれか。,NaCl,NaCl|HCl|NaOH|KCl,塩化ナトリウムの化学式はNaClです。,active,,,中3|イオン3,
c_ion3_022,chemistry,中和,塩酸と水酸化ナトリウム,2,choice,塩酸と水酸化ナトリウム水溶液をちょうど中和した後、水溶液中に塩として残る組み合わせはどれか。,ナトリウムイオン・塩化物イオン,ナトリウムイオン・塩化物イオン|水素イオン・水酸化物イオン|水素イオン・塩化物イオン|ナトリウムイオン・水酸化物イオン,水素イオンと水酸化物イオンは水になり、ナトリウムイオンと塩化物イオンが塩化ナトリウムに対応します。,active,,,中3|イオン3,
c_ion3_023,chemistry,中和,塩,2,choice,硝酸と水酸化カリウムを中和するとできる塩は何か。,硝酸カリウム,硝酸カリウム|塩化カリウム|硫酸カリウム|硝酸ナトリウム,硝酸と水酸化カリウムの中和では硝酸カリウムができます。,active,,,中3|イオン3,
c_ion3_024,chemistry,中和,塩,2,choice,硫酸と水酸化バリウムを中和するとできる塩は何か。,硫酸バリウム,硫酸バリウム|硫酸ナトリウム|塩化バリウム|硝酸バリウム,硫酸と水酸化バリウムの中和では硫酸バリウムができます。,active,,,中3|イオン3,
c_ion3_025,chemistry,中和,BTB溶液,1,choice,BTB溶液を加えた酸性の水溶液は何色になるか。,黄色,黄色|緑色|青色|赤色,BTB溶液は酸性では黄色になります。,active,,,中3|イオン3,
c_ion3_026,chemistry,中和,BTB溶液,1,choice,BTB溶液を加えた中性の水溶液は何色になるか。,緑色,緑色|黄色|青色|赤色,BTB溶液は中性では緑色になります。,active,,,中3|イオン3,
c_ion3_027,chemistry,中和,BTB溶液,1,choice,BTB溶液を加えたアルカリ性の水溶液は何色になるか。,青色,青色|黄色|緑色|赤色,BTB溶液はアルカリ性では青色になります。,active,,,中3|イオン3,
c_ion3_028,chemistry,中和,BTB溶液,2,choice,BTB溶液を入れた塩酸に水酸化ナトリウム水溶液を少しずつ加え続けると、色はどの順に変化するか。,黄色→緑色→青色,黄色→緑色→青色|青色→緑色→黄色|黄色→青色→緑色|緑色→黄色→青色,はじめは酸性で黄色、中和して中性になると緑色、さらに水酸化ナトリウム水溶液を加えるとアルカリ性となり青色になります。,active,,,中3|イオン3,
c_ion3_029,chemistry,中和,BTB溶液,2,choice,BTB溶液を入れた塩酸に水酸化ナトリウム水溶液を加え、液が緑色になった。このときの液性は何か。,中性,中性|酸性|アルカリ性|判断できない,BTB溶液が緑色なら中性です。,active,,,中3|イオン3,
c_ion3_030,chemistry,中和,BTB溶液,2,choice,BTB溶液を入れた塩酸に水酸化ナトリウム水溶液を加え続け、液が青色になった。このときの液性は何か。,アルカリ性,アルカリ性|酸性|中性|判断できない,水酸化ナトリウム水溶液を過剰に加えるとアルカリ性となり、BTB溶液は青色になります。,active,,,中3|イオン3,
c_ion3_031,chemistry,中和,中和,2,choice,塩酸に水酸化ナトリウム水溶液を加えていくと、水素イオンはどうなるか。,水酸化物イオンと結びついて減っていく,水酸化物イオンと結びついて減っていく|増え続ける|塩化物イオンに変化する|ナトリウムイオンに変化する,水素イオンは加えられた水酸化物イオンと結びついて水になるため減っていきます。,active,,,中3|イオン3,
c_ion3_032,chemistry,中和,中和,2,choice,塩酸と水酸化ナトリウム水溶液がちょうど中和したとき、水素イオンと水酸化物イオンはどうなるか。,互いに結びついて水になる,互いに結びついて水になる|両方とも増える|塩化ナトリウムイオンになる|どちらも変化しない,水素イオンと水酸化物イオンは結びついて水になります。,active,,,中3|イオン3,
c_ion3_033,chemistry,中和,中和,2,choice,塩酸に水酸化ナトリウム水溶液を加え、ちょうど中和した後さらに水酸化ナトリウム水溶液を加えた。増えていくイオンはどれか。,水酸化物イオン,水酸化物イオン|水素イオン|塩化物イオンだけ|水素イオンと塩化物イオン,中和後に水酸化ナトリウム水溶液をさらに加えると、水酸化物イオンが余るためアルカリ性になります。,active,,,中3|イオン3,
ion4_001,chemistry,電池とイオン,電池,1,text,電池とは何か。,化学エネルギーを電気エネルギーに変換する装置,,電池とは、化学エネルギーを電気エネルギーに変換する装置です。,active,,,中3|イオン4,
ion4_002,chemistry,電池とイオン,電池,1,text,電流を取り出すためには、何種類の金属板が必要か。,2種類,,電池では2種類の金属板を使います。,active,,,中3|イオン4,
ion4_003,chemistry,電池とイオン,電池,1,text,電流を取り出すためには、金属板を何に入れるか。,電気が流れる水溶液,,2種類の金属板を電気が流れる水溶液に入れます。,active,,,中3|イオン4,
ion4_004,chemistry,電池とイオン,金属のイオンへのなりやすさ,1,text,金属の陽イオンになりやすさは、マグネシウム・亜鉛・銅の順に並べるとどうなるか。,Mg＞Zn＞Cu,,陽イオンになりやすい順はMg＞Zn＞Cuです。,active,,,中3|イオン4,
ion4_005,chemistry,電池とイオン,電池,1,text,電池の実験で－極になるのはどのような金属か。,イオンになりやすい方の金属,,2種類の金属では、イオンになりやすい方が－極になります。,active,,,中3|イオン4,
ion4_006,chemistry,電池とイオン,電池,1,text,塩酸に銅板と亜鉛板を入れた電池で、＋極になるのはどちらか。,銅板,,銅板が＋極になります。,active,,,中3|イオン4,
ion4_007,chemistry,電池とイオン,電池,1,text,塩酸に銅板と亜鉛板を入れた電池で、－極になるのはどちらか。,亜鉛板,,亜鉛の方が銅よりイオンになりやすいため、亜鉛板が－極になります。,active,,,中3|イオン4,
ion4_008,chemistry,電池とイオン,金属と水溶液,2,text,硫酸銅水溶液にマグネシウム片を入れるとどうなるか。（　　　　）より（　　　　）の方がイオンになりやすいため、（　　　　）原子が（　　　　）を（　　　　）個失い（　　　　）イオン（　　　　）になる。その電子2個を硫酸銅水溶液中の（　　　　）イオン（　　　　）が受け取り、（　　　　）原子になる。結果的に水溶液中の（　　　　）イオンが減るので水溶液の（　　　　）色は薄まり、（　　　　）が付着する。,銅よりマグネシウムの方がイオンになりやすいため、マグネシウム原子が電子を2個失いマグネシウムイオンMg²⁺になる。その電子2個を硫酸銅水溶液中の銅イオンCu²⁺が受け取り、銅原子になる。結果的に水溶液中の銅イオンが減るので水溶液の青色は薄まり、銅が付着する。,,マグネシウムの方が銅より陽イオンになりやすいため、この反応が起こります。,active,,,中3|イオン4,
ion4_009,chemistry,電池とイオン,硫酸銅水溶液,1,text,硫酸銅水溶液の青色の原因は何か。,銅イオン,,硫酸銅水溶液の青色は銅イオンによるものです。,active,,,中3|イオン4,
ion4_010,chemistry,電池とイオン,硫酸銅水溶液,1,text,硫酸銅水溶液にマグネシウム片を入れると青色がうすくなるのはなぜか。,銅イオンが減るから,,水溶液中の銅イオンが減少するため、青色がうすくなります。,active,,,中3|イオン4,
ion4_011,chemistry,電池とイオン,金属と水溶液,2,text,硫酸銅水溶液に亜鉛片を入れるとどうなるか。（　　　　）より（　　　　）の方がイオンになりやすいため、（　　　　）原子が（　　　　）を（　　　　）個失い（　　　　）イオン（　　　　）になる。その電子2個を硫酸銅水溶液中の（　　　　）イオン（　　　　）が受け取り、（　　　　）原子になる。結果的に水溶液中の（　　　　）イオンが減るので水溶液の（　　　　）色は薄まり、（　　　　）が付着する。,銅より亜鉛の方がイオンになりやすいため、亜鉛原子が電子を2個失い亜鉛イオンZn²⁺になる。その電子2個を硫酸銅水溶液中の銅イオンCu²⁺が受け取り、銅原子になる。結果的に水溶液中の銅イオンが減るので水溶液の青色は薄まり、銅が付着する。,,亜鉛の方が銅より陽イオンになりやすいため、この反応が起こります。,active,,,中3|イオン4,
ion4_012,chemistry,電池とイオン,金属と水溶液,1,text,硫酸マグネシウム水溶液に銅片を入れるとどうなるか。,変化しない,,銅はマグネシウムより陽イオンになりにくいため、変化しません。,active,,,中3|イオン4,
ion4_013,chemistry,電池とイオン,金属と水溶液,1,text,硫酸亜鉛水溶液に銅片を入れるとどうなるか。,変化しない,,銅は亜鉛より陽イオンになりにくいため、変化しません。,active,,,中3|イオン4,
ion4_014,chemistry,電池とイオン,金属と水溶液,2,text,硫酸亜鉛水溶液にマグネシウム片を入れるとどうなるか。（　　　　）より（　　　　）の方がイオンになりやすいため、（　　　　）原子が（　　　　）を（　　　　）個失い（　　　　）イオン（　　　　）になる。その電子2個を硫酸亜鉛水溶液中の（　　　　）イオン（　　　　）が受け取り、（　　　　）原子になる。結果的に水溶液中の（　　　　）イオンが減り、（　　　　）が付着する。,亜鉛よりマグネシウムの方がイオンになりやすいため、マグネシウム原子が電子を2個失いマグネシウムイオンMg²⁺になる。その電子2個を硫酸亜鉛水溶液中の亜鉛イオンZn²⁺が受け取り、亜鉛原子になる。結果的に水溶液中の亜鉛イオンが減り、亜鉛が付着する。,,マグネシウムの方が亜鉛より陽イオンになりやすいため、この反応が起こります。,active,,,中3|イオン4,
ion4_015,chemistry,電池とイオン,金属のイオンへのなりやすさ,1,text,マグネシウムと銅では、どちらが陽イオンになりやすいか。,マグネシウム,,Mg＞Cuなのでマグネシウムです。,active,,,中3|イオン4,
ion4_016,chemistry,電池とイオン,金属のイオンへのなりやすさ,1,text,マグネシウムと亜鉛では、どちらが陽イオンになりやすいか。,マグネシウム,,Mg＞Znなのでマグネシウムです。,active,,,中3|イオン4,
ion4_017,chemistry,電池とイオン,金属のイオンへのなりやすさ,1,text,亜鉛と銅では、どちらが陽イオンになりやすいか。,亜鉛,,Zn＞Cuなので亜鉛です。,active,,,中3|イオン4,
ion4_018,chemistry,電池とイオン,金属と水溶液,2,text,硫酸銅水溶液にマグネシウム片を入れると銅が付着するのはなぜか。,マグネシウムの方が銅より陽イオンになりやすいから,,マグネシウムが電子を失い、その電子を銅イオンが受け取ることで銅になります。,active,,,中3|イオン4,
ion4_019,chemistry,電池とイオン,電池,1,text,電子は＋極と－極のどちらからどちらへ移動するか。,－極から＋極,,電子は導線中を－極から＋極へ移動します。,active,,,中3|イオン4,
ion4_020,chemistry,電池とイオン,電池,1,text,電流は＋極と－極のどちらからどちらへ流れるか。,＋極から－極,,電流の向きは電子の移動方向とは逆で、＋極から－極です。,active,,,中3|イオン4,
ion4_021,chemistry,電池とイオン,電池,2,text,塩酸に銅板と亜鉛板を入れる電池の実験で、亜鉛原子が（　　　　）を（　　　　）個失って（　　　　）になる。また、（　　　　）イオンが（　　　　）を受け取って（　　　　）原子になり、それが（　　　　）個結びついて（　　　　）になって気体として発生する。,亜鉛原子が電子を2個失って亜鉛イオンになる。また、水素イオンが電子を受け取って水素原子になり、それが2個結びついて水素分子になって気体として発生する。,,亜鉛から出た電子を水素イオンが受け取り、最終的に水素分子になります。,active,,,中3|イオン4,
ion4_022,chemistry,電池とイオン,電池,1,text,この電池の問題点は何か。,水素が発生し、すぐに電圧が低下する,,この電池では水素が発生し、すぐに電圧が低下することが問題点です。,active,,,中3|イオン4,
ion4_023,chemistry,電池とイオン,金属のイオンへのなりやすさ,1,choice,Mg＞Zn＞Cuのうち、最も陽イオンになりやすい金属はどれか。,マグネシウム,マグネシウム|亜鉛|銅|すべて同じ,陽イオンになりやすい順はMg＞Zn＞Cuなので、マグネシウムです。,active,,,中3|イオン4,
ion4_024,chemistry,電池とイオン,金属のイオンへのなりやすさ,1,choice,Mg＞Zn＞Cuのうち、最も陽イオンになりにくい金属はどれか。,銅,銅|亜鉛|マグネシウム|すべて同じ,陽イオンになりやすい順はMg＞Zn＞Cuなので、銅が最もなりにくい金属です。,active,,,中3|イオン4,
ion4_025,chemistry,電池とイオン,金属のイオンへのなりやすさ,2,choice,マグネシウム・亜鉛・銅を、陽イオンになりにくい順に並べたものはどれか。,Cu＜Zn＜Mg,Cu＜Zn＜Mg|Mg＜Zn＜Cu|Zn＜Mg＜Cu|Cu＜Mg＜Zn,陽イオンになりやすい順がMg＞Zn＞Cuなので、なりにくい順ではCu＜Zn＜Mgです。,active,,,中3|イオン4,
ion4_026,chemistry,電池とイオン,金属と水溶液,2,choice,金属Aを、金属Bのイオンを含む水溶液に入れたところ、金属Bが析出した。このことからわかることはどれか。,AはBより陽イオンになりやすい,AはBより陽イオンになりやすい|BはAより陽イオンになりやすい|AとBは同じくらい陽イオンになりやすい|陽イオンへのなりやすさは判断できない,Aが電子を失って陽イオンになり、Bのイオンが電子を受け取ってBになったので、Aの方が陽イオンになりやすいと判断できます。,active,,,中3|イオン4,
ion4_027,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸銅水溶液に亜鉛片を入れると、亜鉛原子はどうなるか。,電子を2個失って亜鉛イオンになる,電子を2個失って亜鉛イオンになる|電子を2個受け取って亜鉛イオンになる|電子を1個失って銅イオンになる|変化しない,亜鉛は銅より陽イオンになりやすいため、亜鉛原子が電子を2個失ってZn²⁺になります。,active,,,中3|イオン4,
ion4_028,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸銅水溶液に亜鉛片を入れたとき、電子を受け取るのは何イオンか。,銅イオン,銅イオン|亜鉛イオン|マグネシウムイオン|硫酸イオン,亜鉛原子が失った電子を銅イオンCu²⁺が受け取ります。,active,,,中3|イオン4,
ion4_029,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸銅水溶液に亜鉛片を入れたとき、銅イオンはどうなるか。,電子を受け取って銅原子になる,電子を受け取って銅原子になる|電子を失って銅原子になる|電子を受け取って亜鉛原子になる|変化しない,銅イオンCu²⁺は電子を2個受け取って銅原子になります。,active,,,中3|イオン4,
ion4_030,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸銅水溶液に亜鉛片を入れたとき、亜鉛片に付着する物質は何か。,銅,銅|亜鉛|マグネシウム|水素,銅イオンが電子を受け取って銅原子になるため、銅が付着します。,active,,,中3|イオン4,
ion4_031,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸銅水溶液に亜鉛片を入れると、水溶液の青色はどうなるか。,うすくなる,うすくなる|濃くなる|変わらない|すぐに赤色になる,青色の原因である銅イオンが減少するため、青色はうすくなります。,active,,,中3|イオン4,
ion4_032,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸銅水溶液にマグネシウム片を入れたとき、電子を失うのはどれか。,マグネシウム原子,マグネシウム原子|銅イオン|銅原子|マグネシウムイオン,マグネシウムの方が銅より陽イオンになりやすいため、マグネシウム原子が電子を失います。,active,,,中3|イオン4,
ion4_033,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸銅水溶液にマグネシウム片を入れたとき、電子を受け取るのはどれか。,銅イオン,銅イオン|マグネシウム原子|銅原子|マグネシウムイオン,マグネシウム原子が失った電子を銅イオンが受け取ります。,active,,,中3|イオン4,
ion4_034,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸亜鉛水溶液にマグネシウム片を入れたとき、電子を失うのはどれか。,マグネシウム原子,マグネシウム原子|亜鉛イオン|亜鉛原子|マグネシウムイオン,マグネシウムの方が亜鉛より陽イオンになりやすいため、マグネシウム原子が電子を失います。,active,,,中3|イオン4,
ion4_035,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸亜鉛水溶液にマグネシウム片を入れたとき、電子を受け取るのはどれか。,亜鉛イオン,亜鉛イオン|マグネシウム原子|亜鉛原子|マグネシウムイオン,マグネシウム原子が失った電子を亜鉛イオンが受け取ります。,active,,,中3|イオン4,
ion4_036,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸亜鉛水溶液にマグネシウム片を入れたとき、マグネシウム片に付着する物質は何か。,亜鉛,亜鉛|銅|マグネシウム|水素,亜鉛イオンが電子を受け取って亜鉛原子になるため、亜鉛が付着します。,active,,,中3|イオン4,
ion4_037,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸マグネシウム水溶液に亜鉛片を入れた。変化は起こるか。,起こらない,起こらない|亜鉛が溶けてマグネシウムが付着する|マグネシウムが溶けて亜鉛が付着する|水素が必ず発生する,亜鉛はマグネシウムより陽イオンになりにくいため、この反応は起こりません。,active,,,中3|イオン4,
ion4_038,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸マグネシウム水溶液に銅片を入れても変化しない。このことと最も関係が深いものはどれか。,銅はマグネシウムより陽イオンになりにくい,銅はマグネシウムより陽イオンになりにくい|銅はマグネシウムより陽イオンになりやすい|銅イオンは青色だから|銅とマグネシウムは同じ金属だから,銅はマグネシウムより陽イオンになりにくいため、マグネシウムイオンから電子を奪う反応は起こりません。,active,,,中3|イオン4,
ion4_039,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸亜鉛水溶液に銅片を入れても変化しない。このことから、亜鉛と銅ではどちらが陽イオンになりやすいとわかるか。,亜鉛,亜鉛|銅|同じ|判断できない,銅が亜鉛イオンを亜鉛原子にできないことから、亜鉛の方が陽イオンになりやすいとわかります。,active,,,中3|イオン4,
ion4_040,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸銅水溶液にマグネシウム片を入れると反応するが、硫酸マグネシウム水溶液に銅片を入れても反応しない。このことからわかることはどれか。,マグネシウムは銅より陽イオンになりやすい,マグネシウムは銅より陽イオンになりやすい|銅はマグネシウムより陽イオンになりやすい|両者は同じくらい陽イオンになりやすい|陽イオンへのなりやすさは判断できない,反応する向きから、マグネシウムの方が銅より陽イオンになりやすいと判断できます。,active,,,中3|イオン4,
ion4_041,chemistry,電池とイオン,金属と水溶液,2,choice,Mg＞Zn＞Cuのとき、硫酸銅水溶液に入れて銅を付着させることができる金属はどれか。,マグネシウムと亜鉛,マグネシウムと亜鉛|銅だけ|亜鉛と銅|3種類すべて,銅より陽イオンになりやすいマグネシウムと亜鉛なら、銅イオンに電子を与えて銅を析出させることができます。,active,,,中3|イオン4,
ion4_042,chemistry,電池とイオン,金属と水溶液,2,choice,Mg＞Zn＞Cuのとき、硫酸亜鉛水溶液に入れて亜鉛を付着させることができる金属はどれか。,マグネシウム,マグネシウム|銅|亜鉛|銅と亜鉛,亜鉛より陽イオンになりやすいマグネシウムなら、亜鉛イオンに電子を与えて亜鉛を析出させることができます。,active,,,中3|イオン4,
