questionId,subject,unit,subunit,difficulty,mode,question,answer,choices,explanation,status,answerGroup,relatedQuestionIds,tags,answerAlias,sortGroup,sortItems,eraCorrect,year,documentId,timelineGroup,imagePath
h_june3_092,history,大正デモクラシー,不戦条約,1,choice,1928年、戦争を国際紛争解決の手段として用いないことを定めた条約は何か。,不戦条約,不戦条約|ベルサイユ条約|九か国条約|ポーツマス条約,1928年、不戦条約で、国際紛争を解決する手段として戦争を行わないことを定めた。,active,,,六月中3|前期期末,,,,,,,,
h_june3_093,history,大正デモクラシー,普通選挙法,2,choice,普通選挙法にもとづく最初の衆議院議員総選挙が行われた年はいつか。,1928年,1928年|1925年|1923年|1920年,普通選挙法は1925年に制定され、それにもとづく最初の衆議院議員総選挙は1928年に行われた。,active,,,六月中3|前期期末,,,,,,,,
h_june3_094,history,大正デモクラシー,大衆文化,2,choice,大正時代の文学作品『羅生門』を書いた人物は誰か。,芥川龍之介,芥川龍之介|夏目漱石|森鴎外|樋口一葉,芥川龍之介は『羅生門』などを書いた作家。大正時代の文化と結びつけて覚えよう。,active,,,六月中3|前期期末,,,,,,,,
h_june3_095,history,国際協調と民族運動,時系列,2,sort,次の出来事を古い順に並べ替えなさい。,パリ講和会議|国際連盟発足|ワシントン会議|関東大震災|普通選挙法,,年を確認すると、パリ講和会議1919年→国際連盟発足1920年→ワシントン会議1921年→関東大震災1923年→普通選挙法1925年。,active,sort_june3_05,,六月中3|前期期末|時系列,,sort_june3_05,パリ講和会議|国際連盟発足|ワシントン会議|関東大震災|普通選挙法,,,,,
h_iko3_main_001,history,産業革命・近代文化,産業革命,1,choice,日本の産業革命の初期に特に発達した産業はどれか。,綿糸の紡績業,綿糸の紡績業|自動車工業|石油化学工業|航空機工業,日本の産業革命の初期には綿糸の紡績業が発達しました。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_002,history,産業革命・近代文化,貿易,1,choice,日本の産業革命初期、生糸の主な輸出先はどこか。,アメリカ,アメリカ|中国|インド|ロシア,生糸は主にアメリカへ輸出されました。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_003,history,産業革命・近代文化,八幡製鉄所,1,choice,1901年に操業を開始した官営の製鉄所はどれか。,八幡製鉄所,八幡製鉄所|富岡製糸場|横須賀製鉄所|大阪紡績会社,1901年に官営八幡製鉄所が操業を開始しました。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_004,history,産業革命・近代文化,重工業,2,choice,八幡製鉄所の操業開始後、特に発達した工業はどれか。,重工業,重工業|家内制手工業|農業|水産業,製鉄業の発達とともに重工業が発達しました。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_005,history,産業革命・近代文化,足尾銅山鉱毒事件,1,choice,足尾銅山鉱毒事件の解決に取り組んだ人物は誰か。,田中正造,田中正造|原敬|陸奥宗光|小村寿太郎,田中正造は足尾銅山鉱毒事件の解決に取り組みました。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_006,history,産業革命・近代文化,足尾銅山鉱毒事件,1,choice,田中正造が解決に取り組んだ公害問題はどれか。,足尾銅山鉱毒事件,足尾銅山鉱毒事件|米騒動|大逆事件|日比谷焼打ち事件,田中正造は足尾銅山鉱毒事件の解決に取り組みました。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_009,history,産業革命・近代文化,社会主義,1,choice,資本主義を批判し、平等な社会を目指す考えを何というか。,社会主義,社会主義|民族自決|民本主義|富国強兵,資本主義を批判し、平等な社会を目指す考えが社会主義です。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_010,history,産業革命・近代文化,社会主義,1,choice,日本の社会主義運動と関係が深い人物は誰か。,幸徳秋水,幸徳秋水|田中正造|伊藤博文|原敬,幸徳秋水は日本の社会主義運動と関係の深い人物です。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_011,history,産業革命・近代文化,工場法,1,choice,労働者を保護するために制定された法律はどれか。,工場法,工場法|普通選挙法|治安維持法|国家総動員法,労働者を保護するため工場法が制定されました。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_012,history,産業革命・近代文化,近代文化,1,choice,『吾輩は猫である』などを書いた人物は誰か。,夏目漱石,夏目漱石|森鷗外|樋口一葉|正岡子規,『吾輩は猫である』は夏目漱石の作品です。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_013,history,産業革命・近代文化,近代文化,1,choice,『舞姫』などを書いた人物は誰か。,森鷗外,森鷗外|夏目漱石|樋口一葉|与謝野晶子,『舞姫』は森鷗外の作品です。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_014,history,産業革命・近代文化,近代文化,1,choice,『たけくらべ』を書いた人物は誰か。,樋口一葉,樋口一葉|森鷗外|夏目漱石|正岡子規,『たけくらべ』は樋口一葉の作品です。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_015,history,産業革命・近代文化,近代文化,1,choice,『みだれ髪』で知られる歌人は誰か。,与謝野晶子,与謝野晶子|樋口一葉|森鷗外|夏目漱石,『みだれ髪』で知られる歌人は与謝野晶子です。,active,,,伊興中3|前期期末|p48|本編,,,,,,,,
h_iko3_main_018,history,国際協調と民族運動,インドの民族運動,1,choice,非暴力・不服従の運動を進めたガンディーは、どこの国の人物か。,インド,インド|中国|朝鮮|ロシア,ガンディーはインドの民族運動を指導しました。,active,,,伊興中3|前期期末|p57|本編,,,,,,,,
h_iko3_main_020,history,国際協調と民族運動,ワシントン会議,1,choice,ワシントン会議を提唱した国はどこか。,アメリカ,アメリカ|日本|ドイツ|ロシア,ワシントン会議はアメリカの提唱で開かれました。,active,,,伊興中3|前期期末|p57|本編,,,,,,,,
h_iko3_main_021,history,国際協調と民族運動,ワシントン会議,2,choice,ワシントン会議で結ばれた条約によって廃止された同盟は何か。,日英同盟,日英同盟|三国同盟|三国協商|日独伊三国同盟,ワシントン会議で結ばれた四か国条約により日英同盟は廃止されました。,active,,,伊興中3|前期期末|p57|本編,,,,,,,,
h_iko3_main_024,history,国際協調と民族運動,ワシントン会議,2,choice,ワシントン会議後、日本が中国へ返還することになった権益は、どこの地域のものか。,山東省,山東省|遼東半島|台湾|南樺太,日本は中国の山東省の権益を返還しました。,active,,,伊興中3|前期期末|p57|本編,,,,,,,,
h_iko3_review_001,history,近代前半復習,幕末,1,choice,江戸幕府が開国した後、外国との貿易に反対し、天皇を尊び外国勢力を追い払おうとした考えを何というか。,尊王攘夷,尊王攘夷|富国強兵|殖産興業|文明開化,天皇を尊び外国勢力を追い払おうとする考えを尊王攘夷といいます。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_002,history,近代前半復習,幕末,1,choice,幕府が反対派を厳しく処罰した安政の大獄を行った人物は誰か。,井伊直弼,井伊直弼|大久保利通|西郷隆盛|木戸孝允,井伊直弼は安政の大獄で幕府に反対する人々を処罰しました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_003,history,近代前半復習,幕末,1,choice,井伊直弼が幕府に反対する人々を厳しく処罰したことを何というか。,安政の大獄,安政の大獄|桜田門外の変|大政奉還|廃藩置県,井伊直弼が反対派を処罰した出来事が安政の大獄です。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_004,history,近代前半復習,幕末,1,choice,井伊直弼が暗殺された事件は何か。,桜田門外の変,桜田門外の変|安政の大獄|西南戦争|禁門の変,1860年、井伊直弼は桜田門外の変で暗殺されました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_005,history,近代前半復習,幕末,1,choice,薩摩藩と長州藩が結んだ同盟を何というか。,薩長同盟,薩長同盟|日英同盟|三国同盟|三国協商,薩摩藩と長州藩は薩長同盟を結びました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_006,history,近代前半復習,幕末,1,choice,薩長同盟の成立を仲介した人物は誰か。,坂本龍馬,坂本龍馬|伊藤博文|板垣退助|大隈重信,坂本龍馬は薩摩藩と長州藩の同盟成立を仲介しました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_007,history,近代前半復習,幕末,1,choice,江戸幕府が政権を朝廷に返したことを何というか。,大政奉還,大政奉還|版籍奉還|廃藩置県|王政復古,徳川慶喜が政権を朝廷に返したことを大政奉還といいます。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_008,history,近代前半復習,幕末,1,choice,大政奉還を行った江戸幕府最後の将軍は誰か。,徳川慶喜,徳川慶喜|徳川家康|徳川吉宗|徳川家光,江戸幕府最後の将軍徳川慶喜が大政奉還を行いました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_009,history,近代前半復習,明治維新,1,choice,新政府が1868年に示した政治の基本方針を何というか。,五箇条の御誓文,五箇条の御誓文|大日本帝国憲法|教育勅語|民撰議院設立建白書,明治新政府は五箇条の御誓文を示しました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_010,history,近代前半復習,明治維新,1,choice,藩を廃止して府と県を置いた改革を何というか。,廃藩置県,廃藩置県|版籍奉還|地租改正|殖産興業,1871年に廃藩置県が行われました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_012,history,近代前半復習,明治維新,1,choice,満20歳になった男子に兵役の義務を負わせた法令は何か。,徴兵令,徴兵令|学制|地租改正|廃藩置県,1873年に徴兵令が出され、満20歳になった男子に兵役の義務が課されました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_014,history,近代前半復習,明治維新,1,choice,土地の価格をもとに、土地所有者が現金で税を納めるようにした改革を何というか。,地租改正,地租改正|廃藩置県|徴兵令|版籍奉還,地租改正では、土地の価格をもとに土地所有者が現金で税を納める制度に改められました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_016,history,近代前半復習,明治維新,1,choice,近代的な学校制度を整えるため、1872年に公布されたものは何か。,学制,学制|徴兵令|工場法|普通選挙法,1872年に学制が公布され、近代的な学校制度が整えられていきました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_017,history,近代前半復習,明治維新,1,choice,欧米の文化や生活様式が取り入れられ、人々の生活が変化したことを何というか。,文明開化,文明開化|殖産興業|富国強兵|自由民権運動,明治初期には欧米の文化や生活様式が取り入れられ、文明開化と呼ばれました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_018,history,近代前半復習,明治維新,1,choice,近代産業を育て、国の経済力を高めようとした政策を何というか。,殖産興業,殖産興業|尊王攘夷|民族自決|自由民権運動,政府は殖産興業を進め、近代産業の育成を図りました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_019,history,近代前半復習,明治維新,1,choice,経済を発展させ軍事力を強くする明治政府の方針を何というか。,富国強兵,富国強兵|文明開化|民族自決|民本主義,明治政府は富国強兵を掲げ、国力と軍事力の強化を進めました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_020,history,近代前半復習,岩倉使節団,1,choice,欧米の制度や文化を調査するために派遣された使節団を何というか。,岩倉使節団,岩倉使節団|遣唐使|天正遣欧少年使節|慶長遣欧使節,明治政府は欧米の制度や文化を調査するため岩倉使節団を派遣しました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_021,history,近代前半復習,自由民権運動,1,choice,国会の開設や国民の政治参加を求めて広がった運動を何というか。,自由民権運動,自由民権運動|尊王攘夷運動|労働運動|護憲運動,国会の開設や国民の政治参加を求める自由民権運動が広がりました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_022,history,近代前半復習,自由民権運動,1,choice,自由民権運動の中心人物の一人で、民撰議院設立建白書を提出した人物は誰か。,板垣退助,板垣退助|伊藤博文|陸奥宗光|小村寿太郎,板垣退助らは民撰議院設立建白書を提出し、国会開設を求めました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_023,history,近代前半復習,自由民権運動,1,choice,板垣退助らが国会の開設を求めて提出したものは何か。,民撰議院設立建白書,民撰議院設立建白書|五箇条の御誓文|教育勅語|大日本帝国憲法,板垣退助らは1874年に民撰議院設立建白書を提出しました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_024,history,近代前半復習,自由民権運動,1,choice,板垣退助を中心に結成された政党はどれか。,自由党,自由党|立憲改進党|立憲政友会|立憲民政党,板垣退助を中心に自由党が結成されました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_025,history,近代前半復習,自由民権運動,1,choice,大隈重信を中心に結成された政党はどれか。,立憲改進党,立憲改進党|自由党|立憲政友会|社会大衆党,大隈重信を中心に立憲改進党が結成されました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_028,history,近代前半復習,憲法と議会,1,choice,大日本帝国憲法の制定に中心的な役割を果たした人物は誰か。,伊藤博文,伊藤博文|板垣退助|大隈重信|原敬,伊藤博文はヨーロッパで憲法を調査し、大日本帝国憲法の制定に中心的な役割を果たしました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_029,history,近代前半復習,憲法と議会,1,choice,1889年に発布された憲法は何か。,大日本帝国憲法,大日本帝国憲法|日本国憲法|五箇条の御誓文|教育基本法,1889年に大日本帝国憲法が発布されました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_030,history,近代前半復習,憲法と議会,2,choice,大日本帝国憲法で主権を持つとされたのは誰か。,天皇,天皇|国民|内閣総理大臣|帝国議会,大日本帝国憲法では、主権は天皇にあるとされました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_031,history,近代前半復習,憲法と議会,1,choice,1890年に開かれた日本最初の議会を何というか。,帝国議会,帝国議会|国会|枢密院|参議院,1890年に帝国議会が開かれました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_032,history,近代前半復習,条約改正,1,choice,領事裁判権の撤廃に成功した外務大臣は誰か。,陸奥宗光,陸奥宗光|小村寿太郎|伊藤博文|大隈重信,陸奥宗光は1894年に領事裁判権の撤廃に成功しました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_033,history,近代前半復習,条約改正,1,choice,陸奥宗光が撤廃に成功した不平等条約の内容はどれか。,領事裁判権,領事裁判権|関税自主権|普通選挙権|参政権,陸奥宗光は領事裁判権の撤廃に成功しました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_034,history,近代前半復習,条約改正,1,choice,関税自主権の完全回復に成功した外務大臣は誰か。,小村寿太郎,小村寿太郎|陸奥宗光|板垣退助|原敬,小村寿太郎は1911年に関税自主権の完全回復に成功しました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_035,history,近代前半復習,条約改正,1,choice,小村寿太郎が完全回復した権利はどれか。,関税自主権,関税自主権|領事裁判権|普通選挙権|参政権,小村寿太郎は関税自主権を完全に回復しました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_036,history,近代前半復習,日清戦争,1,choice,1894年に日本と清の間で始まった戦争は何か。,日清戦争,日清戦争|日露戦争|西南戦争|第一次世界大戦,1894年、日本と清の間で日清戦争が始まりました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_037,history,近代前半復習,日清戦争,1,choice,日清戦争後、日本と清の間で結ばれた条約は何か。,下関条約,下関条約|ポーツマス条約|ベルサイユ条約|日英同盟,日清戦争後、日本と清は下関条約を結びました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_038,history,近代前半復習,三国干渉,1,choice,日清戦争後、ロシア・ドイツ・フランスが日本に遼東半島の返還を求めたことを何というか。,三国干渉,三国干渉|三国同盟|三国協商|二十一か条の要求,ロシア・ドイツ・フランスによる遼東半島返還の要求を三国干渉といいます。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_039,history,近代前半復習,三国干渉,2,choice,三国干渉を行った3か国の組み合わせとして正しいものはどれか。,ロシア・ドイツ・フランス,ロシア・ドイツ・フランス|イギリス・フランス・ロシア|ドイツ・オーストリア・イタリア|アメリカ・イギリス・フランス,三国干渉を行ったのはロシア・ドイツ・フランスです。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_review_040,history,近代前半復習,日英同盟,1,choice,ロシアに対抗するため、日本が1902年にイギリスと結んだ同盟は何か。,日英同盟,日英同盟|三国同盟|三国協商|日独伊三国同盟,1902年、日本はイギリスと日英同盟を結びました。,active,,,伊興中3|前期期末|p49-54|復習,,,,,,,,
h_iko3_ww_001,history,世界恐慌とファシズム,世界恐慌,1,choice,1929年、アメリカから世界に広がった深刻な不況を何というか。,世界恐慌,世界恐慌|大戦景気|米騒動|昭和維新,1929年、アメリカから世界恐慌が広がりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_002,history,世界恐慌とファシズム,世界恐慌,1,choice,世界恐慌が始まるきっかけとなった株価の大暴落が起こった国はどこか。,アメリカ,アメリカ|イギリス|ドイツ|ソ連,1929年、アメリカの株価大暴落をきっかけに世界恐慌が広がりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_003,history,世界恐慌とファシズム,ニューディール政策,1,choice,世界恐慌に対して、アメリカが行った政策を何というか。,ニューディール政策,ニューディール政策|ブロック経済|五か年計画|国家総動員法,アメリカではニューディール政策によって政府が積極的に経済へ関わりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_004,history,世界恐慌とファシズム,ニューディール政策,1,choice,ニューディール政策を行ったアメリカ大統領は誰か。,ルーズベルト,ルーズベルト|ウィルソン|ヒトラー|スターリン,ルーズベルト大統領は世界恐慌への対策としてニューディール政策を行いました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_005,history,世界恐慌とファシズム,ニューディール政策,2,choice,ルーズベルト大統領が世界恐慌への対策として行った政策はどれか。,ニューディール政策,ニューディール政策|ブロック経済|五か年計画|富国強兵,ルーズベルトとニューディール政策をセットで覚えましょう。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_006,history,世界恐慌とファシズム,ブロック経済,1,choice,イギリスやフランスが、植民地との結び付きを強めて自国の経済を守ろうとした政策を何というか。,ブロック経済,ブロック経済|ニューディール政策|五か年計画|殖産興業,イギリスやフランスは植民地との結び付きを強めるブロック経済を進めました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_007,history,世界恐慌とファシズム,ブロック経済,2,choice,世界恐慌に対してブロック経済を進めた国の組み合わせとして適切なものはどれか。,イギリス・フランス,イギリス・フランス|ドイツ・イタリア|日本・ソ連|アメリカ・ソ連,多くの植民地を持つイギリスやフランスはブロック経済を進めました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_008,history,世界恐慌とファシズム,ソ連,1,choice,世界恐慌の影響を比較的受けず、五か年計画を進めていた国はどこか。,ソ連,ソ連|アメリカ|イギリス|フランス,ソ連は五か年計画による計画経済を進めていました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_009,history,世界恐慌とファシズム,ファシズム,1,choice,イタリアでファシスト党を率いて独裁政治を行った人物は誰か。,ムッソリーニ,ムッソリーニ|ヒトラー|スターリン|レーニン,イタリアではムッソリーニがファシスト党を率いました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_010,history,世界恐慌とファシズム,ファシズム,1,choice,ドイツでナチスを率いて独裁政治を行った人物は誰か。,ヒトラー,ヒトラー|ムッソリーニ|スターリン|ルーズベルト,ドイツではヒトラーがナチスを率いて独裁政治を行いました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_011,history,世界恐慌とファシズム,ナチス,1,choice,ヒトラーが率いたドイツの政党はどれか。,ナチス,ナチス|ファシスト党|立憲政友会|共産党,ヒトラーはドイツでナチスを率いました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_012,history,世界恐慌とファシズム,ファシズム,2,choice,「ドイツ―ヒトラー」と同じように、イタリアの独裁者として正しい人物は誰か。,ムッソリーニ,ムッソリーニ|スターリン|レーニン|ウィルソン,ドイツはヒトラー、イタリアはムッソリーニと区別しましょう。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_013,history,満州事変と日中戦争,満州事変,1,choice,1931年、日本の関東軍が中国東北部で軍事行動を拡大した事件を何というか。,満州事変,満州事変|日中戦争|盧溝橋事件|五・一五事件,1931年に満州事変が起こりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_014,history,満州事変と日中戦争,満州国,1,choice,満州事変後、日本が中国東北部につくらせた国を何というか。,満州国,満州国|中華民国|大韓帝国|中華人民共和国,日本は満州事変後、中国東北部に満州国をつくらせました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_015,history,満州事変と日中戦争,満州国,2,choice,日本が満州国の元首とした清の最後の皇帝は誰か。,溥儀,溥儀|孫文|蒋介石|袁世凱,満州国では清の最後の皇帝であった溥儀が元首となりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_016,history,満州事変と日中戦争,国際連盟脱退,1,choice,満州事変をめぐって国際的に批判された日本が1933年に脱退した国際機関は何か。,国際連盟,国際連盟|国際連合|三国同盟|ワシントン会議,日本は満州事変をめぐる国際連盟の対応に反発し、1933年に国際連盟を脱退しました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_017,history,満州事変と日中戦争,国際連盟脱退,2,choice,日本が国際連盟を脱退した年はいつか。,1933年,1933年|1931年|1936年|1937年,日本は1933年に国際連盟を脱退しました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_018,history,満州事変と日中戦争,五・一五事件,1,choice,1932年、海軍の青年将校らが犬養毅首相を暗殺した事件を何というか。,五・一五事件,五・一五事件|二・二六事件|満州事変|盧溝橋事件,1932年の五・一五事件で犬養毅首相が暗殺されました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_019,history,満州事変と日中戦争,五・一五事件,1,choice,五・一五事件で暗殺された首相は誰か。,犬養毅,犬養毅|原敬|東条英機|近衛文麿,1932年の五・一五事件で犬養毅首相が暗殺されました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_020,history,満州事変と日中戦争,二・二六事件,1,choice,1936年、陸軍の青年将校らが東京の中心部を占拠した事件を何というか。,二・二六事件,二・二六事件|五・一五事件|満州事変|日中戦争,1936年に陸軍の青年将校らによる二・二六事件が起こりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_021,history,満州事変と日中戦争,軍部の台頭,2,choice,五・一五事件や二・二六事件の後、日本の政治で強まったものはどれか。,軍部の発言力,軍部の発言力|政党政治の安定|女性の政治参加|国際連盟の影響力,五・一五事件や二・二六事件を経て、軍部の政治への発言力が強まりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_022,history,満州事変と日中戦争,日中戦争,1,choice,1937年、日本と中国の間で始まった戦争を何というか。,日中戦争,日中戦争|日露戦争|日清戦争|太平洋戦争,1937年に日中戦争が始まりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_023,history,満州事変と日中戦争,盧溝橋事件,1,choice,日中戦争が始まるきっかけとなった事件は何か。,盧溝橋事件,盧溝橋事件|満州事変|五・一五事件|サラエボ事件,1937年の盧溝橋事件をきっかけに日中戦争が始まりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_024,history,満州事変と日中戦争,盧溝橋事件,2,choice,盧溝橋事件をきっかけに始まった戦争はどれか。,日中戦争,日中戦争|満州事変|太平洋戦争|第一次世界大戦,盧溝橋事件をきっかけに日中戦争が始まりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_025,history,満州事変と日中戦争,国家総動員法,1,choice,1938年、政府が議会の承認なしに人や物資を戦争に動員できるようにした法律は何か。,国家総動員法,国家総動員法|治安維持法|普通選挙法|工場法,1938年に国家総動員法が制定され、戦争に必要な人や物資を政府が動員できるようになりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_026,history,満州事変と日中戦争,戦時体制,1,choice,戦争に必要な物資が不足する中で、生活必需品を一定量ずつ配る制度を何というか。,配給制,配給制|徴兵制|地租改正|普通選挙,戦時中には生活必需品などを一定量ずつ配る配給制が広がりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_027,history,第二次世界大戦と太平洋戦争,第二次世界大戦,1,choice,1939年、ドイツがどこの国へ侵攻したことをきっかけに第二次世界大戦が始まったか。,ポーランド,ポーランド|フランス|ソ連|イタリア,1939年、ドイツのポーランド侵攻をきっかけに第二次世界大戦が始まりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_028,history,第二次世界大戦と太平洋戦争,第二次世界大戦,1,choice,ドイツのポーランド侵攻をきっかけに1939年に始まった戦争は何か。,第二次世界大戦,第二次世界大戦|第一次世界大戦|日中戦争|太平洋戦争,1939年に第二次世界大戦が始まりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_029,history,第二次世界大戦と太平洋戦争,独ソ不可侵条約,1,choice,第二次世界大戦直前、ドイツとソ連が互いに攻撃しないことを約束して結んだ条約は何か。,独ソ不可侵条約,独ソ不可侵条約|日ソ中立条約|ベルサイユ条約|不戦条約,1939年、ドイツとソ連は独ソ不可侵条約を結びました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_030,history,第二次世界大戦と太平洋戦争,日独伊三国同盟,1,choice,1940年、日本がドイツ・イタリアと結んだ同盟を何というか。,日独伊三国同盟,日独伊三国同盟|三国同盟|三国協商|日英同盟,1940年、日本・ドイツ・イタリアは日独伊三国同盟を結びました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_031,history,第二次世界大戦と太平洋戦争,日ソ中立条約,1,choice,1941年、日本とソ連が互いに中立を守ることを約束して結んだ条約は何か。,日ソ中立条約,日ソ中立条約|独ソ不可侵条約|日独伊三国同盟|不戦条約,1941年、日本とソ連は日ソ中立条約を結びました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_032,history,第二次世界大戦と太平洋戦争,日ソ中立条約,2,choice,日ソ中立条約を結んだ国の組み合わせとして正しいものはどれか。,日本・ソ連,日本・ソ連|ドイツ・ソ連|日本・ドイツ|日本・アメリカ,日ソ中立条約は日本とソ連の間で結ばれました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
