questionId,subject,unit,subunit,difficulty,mode,question,answer,choices,explanation,status,answerGroup,relatedQuestionIds,tags,answerAlias,sortGroup,sortItems,eraCorrect,year,documentId,timelineGroup,imagePath
r8_civics_add_032,civics,法に基づく政治と日本国憲法,法の支配,2,choice,「法の支配」の説明として正しいものはどれか。,権力をもつ人も法に従わなければならない,権力をもつ人も法に従わなければならない|権力をもつ人は法に従わなくてよい|国民だけが法に従う|多数派なら法を無視できる,法の支配では、権力をもつ側も法に従う必要があります。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_033,civics,法に基づく政治と日本国憲法,権力分立,2,choice,権力分立が行われる主な理由はどれか。,一つの機関への権力集中を防ぐため,一つの機関への権力集中を防ぐため|政治を一人で決めやすくするため|多数決をなくすため|国民の権利を制限するため,権力を分けて互いに抑制させることで、権力の濫用を防ぎます。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_034,civics,法に基づく政治と日本国憲法,大日本帝国憲法,1,choice,大日本帝国憲法が制定された年はいつか。,1889年,1889年|1919年|1946年|1947年,大日本帝国憲法は1889年に制定されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_035,civics,法に基づく政治と日本国憲法,日本国憲法,1,choice,1946年11月3日に公布された憲法はどれか。,日本国憲法,日本国憲法|大日本帝国憲法|ワイマール憲法|アメリカ合衆国憲法,日本国憲法は1946年11月3日に公布されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_036,civics,法に基づく政治と日本国憲法,日本国憲法,1,choice,日本国憲法が施行されたのはいつか。,1947年5月3日,1947年5月3日|1946年11月3日|1889年2月11日|1945年8月15日,日本国憲法は1947年5月3日に施行されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_037,civics,法に基づく政治と日本国憲法,日本国憲法,2,choice,日本国憲法の公布日と施行日の組み合わせとして正しいものはどれか。,公布1946年11月3日・施行1947年5月3日,公布1946年11月3日・施行1947年5月3日|公布1947年5月3日・施行1946年11月3日|公布1945年8月15日・施行1946年11月3日|公布1889年2月11日・施行1947年5月3日,日本国憲法は1946年11月3日に公布され、1947年5月3日に施行されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_038,civics,法に基づく政治と日本国憲法,基本原則,1,choice,次のうち、日本国憲法の3つの基本原則に含まれないものはどれか。,天皇主権,天皇主権|国民主権|基本的人権の尊重|平和主義,日本国憲法の3つの基本原則は、国民主権・基本的人権の尊重・平和主義です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_039,civics,法に基づく政治と日本国憲法,国民主権,1,choice,日本国憲法で、政治の最終的な決定権が国民にあるという原則を何というか。,国民主権,国民主権|天皇主権|平和主義|法の支配,政治の最終的な決定権が国民にあるという原則が国民主権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_040,civics,法に基づく政治と日本国憲法,天皇,1,choice,日本国憲法における天皇の地位として正しいものはどれか。,日本国と日本国民統合の象徴,日本国と日本国民統合の象徴|主権者|内閣の最高責任者|国会の代表者,日本国憲法では天皇は日本国と日本国民統合の象徴です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_041,civics,法に基づく政治と日本国憲法,国事行為,2,choice,天皇の国事行為について正しいものはどれか。,天皇が憲法に定められた行為を行う,天皇が憲法に定められた行為を行う|天皇が自由に法律を制定する|天皇が裁判の判決を決める|天皇が内閣総理大臣を自由に選ぶ,天皇が憲法に定められた行為を行うことを国事行為といいます。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_042,civics,法に基づく政治と日本国憲法,人権の歴史,2,choice,次の出来事を古いものから順に並べたものはどれか。,マグナ＝カルタ→権利の章典→アメリカ独立宣言→フランス人権宣言,マグナ＝カルタ→権利の章典→アメリカ独立宣言→フランス人権宣言|権利の章典→マグナ＝カルタ→フランス人権宣言→アメリカ独立宣言|アメリカ独立宣言→マグナ＝カルタ→権利の章典→フランス人権宣言|マグナ＝カルタ→アメリカ独立宣言→権利の章典→フランス人権宣言,1215年、1689年、1776年、1789年の順です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_043,civics,法に基づく政治と日本国憲法,人権の歴史,2,choice,1919年にドイツで制定され、社会権を保障した憲法はどれか。,ワイマール憲法,ワイマール憲法|マグナ＝カルタ|権利の章典|大日本帝国憲法,ワイマール憲法は社会権を保障した憲法として重要です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_044,civics,法に基づく政治と日本国憲法,人権の歴史,2,choice,世界人権宣言が国際連合で採択された年はいつか。,1948年,1948年|1919年|1946年|1966年,世界人権宣言は1948年に採択されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_045,civics,法に基づく政治と日本国憲法,自由権,2,choice,思想・良心の自由や信教の自由などが含まれる自由権はどれか。,精神の自由,精神の自由|生命・身体の自由|経済活動の自由|社会権,思想・良心や信教などに関する自由は精神の自由に含まれます。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_046,civics,法に基づく政治と日本国憲法,自由権,2,choice,職業選択の自由や居住・移転の自由などが含まれるものはどれか。,経済活動の自由,経済活動の自由|精神の自由|社会権|参政権,職業選択などは経済活動の自由に含まれます。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_047,civics,法に基づく政治と日本国憲法,平等権,1,choice,日本国憲法が保障する「法の下の平等」と最も関係が深い権利はどれか。,平等権,平等権|自由権|参政権|請求権,法の下の平等は平等権に関する基本的な原則です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_048,civics,法に基づく政治と日本国憲法,男女平等,2,choice,男女雇用機会均等法が制定された年はいつか。,1985年,1985年|1999年|1947年|2000年,男女雇用機会均等法は1985年に制定されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_049,civics,法に基づく政治と日本国憲法,男女平等,2,choice,男女共同参画社会基本法が制定された年はいつか。,1999年,1999年|1985年|1946年|2015年,男女共同参画社会基本法は1999年に制定されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_050,civics,法に基づく政治と日本国憲法,バリアフリー,2,choice,バリアフリーとユニバーサルデザインの違いとして最も適切なものはどれか。,バリアフリーは障壁を取り除き、ユニバーサルデザインは最初から誰もが使いやすく設計する,バリアフリーは障壁を取り除き、ユニバーサルデザインは最初から誰もが使いやすく設計する|どちらもまったく同じ意味である|バリアフリーは情報だけ、ユニバーサルデザインは建物だけを対象にする|ユニバーサルデザインは障害のある人だけを対象にする,両者の違いを区別して覚えることが重要です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_051,civics,法に基づく政治と日本国憲法,社会権,1,choice,生存権・教育を受ける権利・勤労の権利などをまとめて何というか。,社会権,社会権|自由権|参政権|請求権,生存権、教育を受ける権利、勤労の権利などは社会権に含まれます。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_052,civics,法に基づく政治と日本国憲法,生存権,2,choice,「健康で文化的な最低限度の生活」と最も関係が深い権利はどれか。,生存権,生存権|選挙権|請願権|自己決定権,健康で文化的な最低限度の生活を保障する権利が生存権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_053,civics,法に基づく政治と日本国憲法,労働基本権,2,choice,団結権・団体交渉権・団体行動権の3つをまとめて何というか。,労働基本権,労働基本権|自由権|請求権|参政権,団結権・団体交渉権・団体行動権を労働基本権（労働三権）といいます。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_054,civics,法に基づく政治と日本国憲法,労働基本権,2,choice,労働者が労働組合をつくる権利はどれか。,団結権,団結権|団体交渉権|団体行動権|勤労の権利,労働組合をつくる権利が団結権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_055,civics,法に基づく政治と日本国憲法,労働基本権,2,choice,労働者が使用者と労働条件について交渉する権利はどれか。,団体交渉権,団体交渉権|団結権|団体行動権|請願権,使用者と労働条件について交渉する権利が団体交渉権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_056,civics,法に基づく政治と日本国憲法,労働基本権,2,choice,ストライキなどを行う権利はどれか。,団体行動権,団体行動権|団体交渉権|団結権|勤労の権利,ストライキなどの団体行動をする権利が団体行動権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_057,civics,法に基づく政治と日本国憲法,労働基本権,2,choice,「労働組合をつくる」「使用者と交渉する」「ストライキなどを行う」の順に対応する権利の組み合わせはどれか。,団結権・団体交渉権・団体行動権,団結権・団体交渉権・団体行動権|団体交渉権・団結権・団体行動権|団体行動権・団体交渉権・団結権|団結権・団体行動権・団体交渉権,労働三権は、団結権・団体交渉権・団体行動権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_058,civics,法に基づく政治と日本国憲法,労働基準法,2,choice,労働時間などの労働条件の基準を定めている法律はどれか。,労働基準法,労働基準法|男女雇用機会均等法|男女共同参画社会基本法|民法,労働条件の基準を定めている法律が労働基準法です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_059,civics,法に基づく政治と日本国憲法,参政権,1,choice,選挙権や被選挙権など、政治に参加する権利をまとめて何というか。,参政権,参政権|請求権|社会権|自由権,政治に参加するための権利を参政権といいます。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_060,civics,法に基づく政治と日本国憲法,選挙権,1,choice,選挙で代表者を選ぶ権利はどれか。,選挙権,選挙権|被選挙権|請願権|請求権,代表者を選ぶ権利が選挙権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_061,civics,法に基づく政治と日本国憲法,被選挙権,1,choice,選挙に立候補する権利はどれか。,被選挙権,被選挙権|選挙権|請願権|請求権,選挙に立候補する権利が被選挙権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_062,civics,法に基づく政治と日本国憲法,選挙権,2,choice,選挙権と被選挙権の組み合わせとして正しいものはどれか。,選挙権＝代表者を選ぶ権利、被選挙権＝選挙に立候補する権利,選挙権＝代表者を選ぶ権利、被選挙権＝選挙に立候補する権利|選挙権＝選挙に立候補する権利、被選挙権＝代表者を選ぶ権利|どちらも国に救済を求める権利|どちらも労働者の権利,選挙権は選ぶ権利、被選挙権は立候補する権利です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_063,civics,法に基づく政治と日本国憲法,選挙権,1,choice,日本で選挙権をもつのは満何歳以上か。,18歳以上,18歳以上|20歳以上|25歳以上|30歳以上,選挙権年齢は満18歳以上です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_064,civics,法に基づく政治と日本国憲法,請願権,2,choice,国や地方公共団体に、法律や条例の制定などについて希望を述べる権利はどれか。,請願権,請願権|請求権|選挙権|被選挙権,国や地方公共団体に政治上の希望を述べる権利が請願権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_065,civics,法に基づく政治と日本国憲法,請求権,1,choice,人権が侵害されたときなどに、国に救済を求める権利をまとめて何というか。,請求権,請求権|請願権|参政権|社会権,国に救済を求める権利を請求権といいます。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_066,civics,法に基づく政治と日本国憲法,国家賠償請求権,2,choice,公務員の不法行為によって損害を受けた場合、国や地方公共団体に賠償を求める権利はどれか。,国家賠償請求権,国家賠償請求権|刑事補償請求権|請願権|選挙権,公務員の不法行為による損害について賠償を求めるのが国家賠償請求権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_067,civics,法に基づく政治と日本国憲法,刑事補償請求権,2,choice,刑事裁判で無罪になった人が、拘束されていた期間の補償を国に求める権利はどれか。,刑事補償請求権,刑事補償請求権|国家賠償請求権|請願権|参政権,無罪となった人が拘束期間について補償を求める権利が刑事補償請求権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_068,civics,法に基づく政治と日本国憲法,請求権,2,choice,「公務員の不法行為による損害」と「無罪になった人の拘束期間」に対応する権利の組み合わせはどれか。,国家賠償請求権・刑事補償請求権,国家賠償請求権・刑事補償請求権|刑事補償請求権・国家賠償請求権|請願権・選挙権|選挙権・請願権,公務員の不法行為には国家賠償請求権、無罪となった人の拘束には刑事補償請求権が対応します。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_069,civics,法に基づく政治と日本国憲法,新しい人権,2,choice,国や地方公共団体がもつ情報を得ることと関係が深い権利はどれか。,知る権利,知る権利|プライバシーの権利|環境権|自己決定権,国や地方公共団体の活動について情報を得る権利が知る権利です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_070,civics,法に基づく政治と日本国憲法,新しい人権,2,choice,自分の私生活を他人から不当に干渉されないことと関係が深い権利はどれか。,プライバシーの権利,プライバシーの権利|知る権利|環境権|自己決定権,私生活を不当に干渉されない権利がプライバシーの権利です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_071,civics,法に基づく政治と日本国憲法,新しい人権,2,choice,健全で恵み豊かな環境の中で生活することと関係が深い権利はどれか。,環境権,環境権|知る権利|自己決定権|選挙権,良好な環境を求める権利が環境権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_072,civics,法に基づく政治と日本国憲法,新しい人権,2,choice,自分の生き方や生活スタイルを自分で決めることと関係が深い権利はどれか。,自己決定権,自己決定権|環境権|知る権利|請願権,自分の生き方などを自分で決める権利が自己決定権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_073,civics,法に基づく政治と日本国憲法,新しい人権,2,choice,「行政などの情報を得たい」「私生活に干渉されたくない」「よい環境で暮らしたい」「生き方を自分で決めたい」に順に対応する権利はどれか。,知る権利・プライバシーの権利・環境権・自己決定権,知る権利・プライバシーの権利・環境権・自己決定権|プライバシーの権利・知る権利・自己決定権・環境権|環境権・自己決定権・知る権利・プライバシーの権利|自己決定権・環境権・プライバシーの権利・知る権利,4つの新しい人権の違いを区別して覚えましょう。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_074,civics,法に基づく政治と日本国憲法,国際人権,2,choice,世界人権宣言の内容を実現するため、1966年に採択されたものはどれか。,国際人権規約,国際人権規約|子どもの権利条約|日本国憲法|権利の章典,1966年に国際人権規約が採択されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_075,civics,法に基づく政治と日本国憲法,国際人権,2,choice,国際人権規約が採択された年はいつか。,1966年,1966年|1948年|1919年|1989年,国際人権規約は1966年に採択されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_076,civics,法に基づく政治と日本国憲法,子どもの権利条約,2,choice,「生きる権利・育つ権利・守られる権利・参加する権利」を保障する条約はどれか。,子ども（児童）の権利条約,子ども（児童）の権利条約|国際人権規約|世界人権宣言|権利の章典,子どもの権利条約では、子どものさまざまな権利が保障されています。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_077,civics,法に基づく政治と日本国憲法,公共の福祉,2,choice,人権同士が衝突した場合などに、人権を調整する考え方を何というか。,公共の福祉,公共の福祉|法の支配|国民主権|権力分立,人権には一定の限界があり、社会全体の利益との調整を公共の福祉という考え方で表します。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_078,civics,法に基づく政治と日本国憲法,国民の義務,1,choice,次のうち、日本国憲法で定められている国民の義務に含まれないものはどれか。,投票の義務,投票の義務|勤労の義務|納税の義務|子どもに普通教育を受けさせる義務,投票は権利であり、日本国憲法上の国民の三大義務には含まれません。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_079,civics,法に基づく政治と日本国憲法,国民の義務,1,choice,日本国憲法で定められている国民の三大義務の組み合わせとして正しいものはどれか。,勤労の義務・納税の義務・子どもに普通教育を受けさせる義務,勤労の義務・納税の義務・子どもに普通教育を受けさせる義務|勤労の義務・投票の義務・納税の義務|納税の義務・兵役の義務・投票の義務|教育を受ける義務・納税の義務・参政の義務,国民の三大義務は、勤労・納税・子どもに普通教育を受けさせる義務です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_080,civics,法に基づく政治と日本国憲法,人権,2,choice,「自由に生きる」「健康で文化的な生活を保障される」「政治に参加する」「国に救済を求める」に順に対応する権利はどれか。,自由権・社会権・参政権・請求権,自由権・社会権・参政権・請求権|社会権・自由権・請求権・参政権|自由権・参政権・社会権・請求権|請求権・社会権・参政権・自由権,基本的人権の種類と内容を区別して覚えましょう。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_081,civics,法に基づく政治と日本国憲法,人権,2,choice,生存権、教育を受ける権利、勤労の権利に共通する人権の種類はどれか。,社会権,社会権|自由権|参政権|請求権,生存権・教育を受ける権利・勤労の権利は社会権に含まれます。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_082,civics,法に基づく政治と日本国憲法,人権,2,choice,選挙権や被選挙権と最も関係が深い人権はどれか。,参政権,参政権|社会権|自由権|請求権,政治に参加するための権利が参政権です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_083,civics,法に基づく政治と日本国憲法,人権,2,choice,国家賠償請求権や刑事補償請求権と最も関係が深い人権はどれか。,請求権,請求権|参政権|社会権|自由権,国に救済や補償などを求める権利は請求権に含まれます。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_084,civics,法に基づく政治と日本国憲法,自由権,2,choice,次のうち、自由権に含まれないものはどれか。,生存権,生存権|精神の自由|生命・身体の自由|経済活動の自由,生存権は社会権に含まれます。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_085,civics,法に基づく政治と日本国憲法,社会権,2,choice,次のうち、社会権に含まれないものはどれか。,選挙権,選挙権|生存権|教育を受ける権利|勤労の権利,選挙権は参政権に関係する権利です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_086,civics,法に基づく政治と日本国憲法,参政権,2,choice,次のうち、参政権と最も関係が深いものはどれか。,選挙に参加する,選挙に参加する|健康で文化的な生活を送る|労働組合をつくる|私生活への干渉を受けない,選挙への参加は参政権の代表例です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_087,civics,法に基づく政治と日本国憲法,請願権,2,choice,請願権と請求権の違いとして正しいものはどれか。,請願権は政治について希望を述べる権利、請求権は国に救済を求める権利,請願権は政治について希望を述べる権利、請求権は国に救済を求める権利|請願権は救済を求める権利、請求権は選挙に参加する権利|どちらも労働者の権利|どちらも選挙に立候補する権利,請願権と請求権は名称が似ているので区別して覚えることが重要です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_088,civics,法に基づく政治と日本国憲法,人権の歴史,2,choice,マグナ＝カルタ、権利の章典、アメリカ独立宣言、フランス人権宣言のうち、最も古いものはどれか。,マグナ＝カルタ,マグナ＝カルタ|権利の章典|アメリカ独立宣言|フランス人権宣言,マグナ＝カルタは1215年です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_089,civics,法に基づく政治と日本国憲法,人権の歴史,2,choice,マグナ＝カルタと権利の章典が出された国はどこか。,イギリス,イギリス|アメリカ|フランス|ドイツ,マグナ＝カルタと権利の章典はいずれもイギリスの人権の歴史に関係します。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_090,civics,法に基づく政治と日本国憲法,人権の歴史,2,choice,アメリカ独立宣言が出された年はいつか。,1776年,1776年|1689年|1789年|1919年,アメリカ独立宣言は1776年です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_091,civics,法に基づく政治と日本国憲法,人権の歴史,2,choice,フランス人権宣言が出された年はいつか。,1789年,1789年|1776年|1689年|1948年,フランス人権宣言は1789年です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_092,civics,法に基づく政治と日本国憲法,人権の歴史,2,choice,「1776年・アメリカ」と「1789年・フランス」に対応するものの組み合わせはどれか。,アメリカ独立宣言・フランス人権宣言,アメリカ独立宣言・フランス人権宣言|フランス人権宣言・アメリカ独立宣言|権利の章典・世界人権宣言|マグナ＝カルタ・ワイマール憲法,1776年はアメリカ独立宣言、1789年はフランス人権宣言です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_093,civics,法に基づく政治と日本国憲法,人権の歴史,2,choice,ワイマール憲法が制定された国はどこか。,ドイツ,ドイツ|イギリス|アメリカ|フランス,ワイマール憲法は1919年にドイツで制定されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_094,civics,法に基づく政治と日本国憲法,人権の歴史,2,choice,世界人権宣言が出されたのはどの組織か。,国際連合,国際連合|ヨーロッパ連合|主要国首脳会議|国際司法裁判所,世界人権宣言は国際連合で採択されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_095,civics,法に基づく政治と日本国憲法,人権の歴史,2,choice,世界人権宣言と国際人権規約の年代の組み合わせとして正しいものはどれか。,世界人権宣言＝1948年、国際人権規約＝1966年,世界人権宣言＝1948年、国際人権規約＝1966年|世界人権宣言＝1966年、国際人権規約＝1948年|世界人権宣言＝1919年、国際人権規約＝1948年|世界人権宣言＝1789年、国際人権規約＝1919年,世界人権宣言は1948年、国際人権規約は1966年です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_096,civics,法に基づく政治と日本国憲法,憲法,2,choice,大日本帝国憲法と日本国憲法のうち、先に制定されたものはどれか。,大日本帝国憲法,大日本帝国憲法|日本国憲法|同じ年に制定された|どちらも1946年,大日本帝国憲法は1889年、日本国憲法は1946年に公布されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_097,civics,法に基づく政治と日本国憲法,憲法,2,choice,大日本帝国憲法と日本国憲法の組み合わせとして正しいものはどれか。,大日本帝国憲法＝天皇主権、日本国憲法＝国民主権,大日本帝国憲法＝天皇主権、日本国憲法＝国民主権|大日本帝国憲法＝国民主権、日本国憲法＝天皇主権|両方とも天皇主権|両方とも国民主権,主権の違いは重要な比較事項です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_098,civics,法に基づく政治と日本国憲法,憲法,2,choice,憲法が「国の最高法規」であるという説明として最も適切なものはどれか。,国の法の中で最も上位に位置する,国の法の中で最も上位に位置する|国民だけが守ればよい|毎年作り直される|地方公共団体だけに適用される,憲法は国の最高法規です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_099,civics,法に基づく政治と日本国憲法,民主主義,2,choice,多数決で結論を出す場合でも、少数意見を尊重する必要があるのはなぜか。,多数派だけでなく少数派の意見も大切にするため,多数派だけでなく少数派の意見も大切にするため|少数派に必ず決定権を与えるため|多数決を使えなくするため|政治を少数の人だけで行うため,民主主義では、多数決だけでなく少数意見の尊重も重要です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_civics_add_100,civics,法に基づく政治と日本国憲法,総合,2,choice,「権力の濫用を防ぐ」「権力をもつ人も法に従う」「権力を分けて互いに抑制する」に順に対応する言葉はどれか。,立憲主義・法の支配・権力分立,立憲主義・法の支配・権力分立|法の支配・権力分立・立憲主義|権力分立・立憲主義・法の支配|民主主義・専制政治・国民主権,立憲主義・法の支配・権力分立の違いを区別する総合問題です。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
